Részvény: BUX0912

Dátum	Nyitó	Záró	Minimum	Maximum	Forgalom (db)
2008-12-08	14100.0000	13865.0000	13800.0000	14350.0000	59
2008-12-09	13880.0000	13800.0000	13800.0000	13999.0000	635
2008-12-10	13998.0000	13880.0000	13850.0000	13998.0000	223
2008-12-11	13870.0000	13875.0000	13820.0000	14000.0000	37
2008-12-12	13650.0000	13310.0000	13210.0000	13650.0000	1196
2008-12-15	13200.0000	13010.0000	13000.0000	13385.0000	1060
2008-12-16	12900.0000	12995.0000	12825.0000	13050.0000	2003
2008-12-17	13151.0000	13419.0000	13100.0000	13419.0000	3927
2008-12-18	13430.0000	13340.0000	13210.0000	13840.0000	10372
2008-12-19	13211.0000	13990.0000	13112.0000	13990.0000	12033
2008-12-22	13950.0000	13756.0000	13620.0000	13970.0000	3150
2008-12-23	13600.0000	13600.0000	13600.0000	13750.0000	2946
2008-12-29	13547.0000	13260.0000	13260.0000	13547.0000	1845
2008-12-30	13430.0000	13368.0000	13240.5000	13500.0000	1485
2008-12-31	13426.0000	13445.0000	13300.0000	13480.0000	1245
2009-01-05	13702.0000	13750.0000	13620.0000	13810.0000	5271
2009-01-06	13720.0000	14209.0000	13671.0000	14209.0000	12007
2009-01-07	14212.0000	13690.0000	13650.0000	14274.0000	11659
2009-01-08	13540.0000	13701.0000	13509.0000	13775.0000	9714
2009-01-09	13720.0000	13520.0000	13465.0000	13789.0000	8249
2009-01-12	13400.0000	13401.0000	13355.0000	13598.0000	6238
2009-01-13	13382.0000	13628.0000	13330.0000	13750.0000	8222
2009-01-14	13725.0000	13120.0000	13101.0000	13725.0000	9621
2009-01-15	13100.0000	12951.0000	12910.0000	13225.0000	14055
2009-01-16	13179.0000	13176.0000	13112.0000	13299.0000	9648
2009-01-19	13222.0000	12870.0000	12820.0000	13290.0000	7775
2009-01-20	12749.0000	12650.0000	12511.0000	12998.0000	8452
2009-01-21	12510.0000	12560.0000	12121.0000	12678.0000	14215
2009-01-22	12797.0000	12300.0000	12300.0000	12938.0000	11447
2009-01-23	12150.0000	12200.0000	11812.0000	12240.0000	16656
2009-01-26	12100.0000	12739.0000	12100.0000	12750.0000	8335
2009-01-27	12850.0000	12320.0000	12310.0000	12850.0000	9317
2009-01-28	12650.0000	12801.0000	12552.0000	12940.0000	8996
2009-01-29	12800.0000	12430.0000	12406.0000	12800.0000	6955
2009-01-30	12303.0000	12300.0000	12125.0000	12550.0000	8245
2009-02-02	12136.0000	12350.0000	12060.0000	12449.0000	8579
2009-02-03	12400.0000	12300.0000	12230.0000	12549.0000	6761
2009-02-04	12401.0000	12610.0000	12300.0000	12699.0000	8264
2009-02-05	12427.0000	12300.0000	12221.0000	12549.0000	7204
2009-02-06	12430.0000	12665.0000	12405.0000	12740.0000	8231
2009-02-09	12600.0000	12690.0000	12550.0000	12778.0000	3123
2009-02-10	12639.5000	12699.0000	12570.0000	12999.0000	4651
2009-02-11	12498.0000	12501.0000	12422.0000	12699.0000	6085
2009-02-12	12500.0000	12400.0000	12322.0000	12550.0000	4935
2009-02-13	12540.0000	12549.0000	12460.0000	12650.0000	4269
2009-02-16	12470.0000	12300.0000	12255.0000	12519.0000	4190
2009-02-17	12151.0000	11820.0000	11775.0000	12188.0000	11924
2009-02-18	11910.0000	11158.0000	11071.0000	11910.0000	19140
2009-02-19	11251.0000	11185.0000	11161.0000	11550.0000	11225
2009-02-20	10755.0000	10935.0000	10420.0000	11138.0000	20072
2009-02-23	11150.0000	10850.0000	10762.0000	11295.0000	8528
2009-02-24	10699.0000	10918.0000	10630.0000	10918.0000	8587
2009-02-25	11170.0000	10680.0000	10470.0000	11235.0000	14164
2009-02-26	10720.0000	11100.0000	10610.0000	11100.0000	6573
2009-02-27	11044.0000	10960.0000	10756.0000	11149.5000	6043
2009-03-02	10600.0000	10800.0000	10560.0000	10875.0000	6533
2009-03-03	10825.0000	10802.0000	10662.0000	10944.0000	6054
2009-03-04	10920.0000	10701.0000	10700.0000	10938.0000	3216
2009-03-05	10787.0000	10056.0000	9920.0000	10787.0000	14175
2009-03-06	10000.0000	10398.0000	9750.0000	10430.0000	13761
2009-03-09	10415.0000	10695.0000	10330.0000	10700.0000	8391
2009-03-10	10690.0000	10620.0000	10601.0000	10810.0000	6020
2009-03-11	10695.0000	10165.0000	10138.0000	10695.0000	8405
2009-03-12	10165.0000	9900.0000	9761.0000	10165.0000	11076
2009-03-13	10160.0000	10250.0000	10160.0000	10395.0000	8270
2009-03-16	10480.0000	10900.0000	10385.0000	10900.0000	12904
2009-03-17	10799.0000	10615.0000	10610.0000	10850.0000	9157
2009-03-18	10812.0000	10620.0000	10464.0000	10812.0000	5970
2009-03-19	10630.0000	10800.0000	10600.0000	11090.0000	10613
2009-03-20	10680.0000	11190.0000	10652.0000	11190.0000	7532
2009-03-23	10975.0000	11650.0000	10960.0000	11650.0000	11893
2009-03-24	11750.0000	11405.0000	11255.0000	11850.0000	17190
2009-03-25	11347.5000	11960.0000	11250.5000	12195.0000	14632
2009-03-26	12099.0000	12200.0000	11870.0000	12200.0000	11299
2009-03-27	12150.0000	11925.0000	11750.0000	12180.0000	9533
2009-03-30	11900.0000	11500.0000	11500.0000	12120.0000	14532
2009-03-31	11570.0000	11850.0000	11561.0000	11989.0000	7078
2009-04-01	11760.0000	11965.0000	11490.0000	12050.0000	7765
2009-04-02	12250.0000	12425.0000	12156.0000	12488.0000	15462
2009-04-03	12360.0000	12544.0000	12320.0000	12688.0000	11891
2009-04-06	12648.0000	12500.0000	12433.0000	12975.0000	17703
2009-04-07	12520.0000	12545.0000	12225.0000	12560.0000	9732
2009-04-08	12300.0000	12810.0000	12225.0000	12890.0000	12104
2009-04-09	13060.0000	13400.0000	13006.0000	13435.0000	15809
2009-04-10	13399.0000	13284.0000	13118.0000	13497.0000	4408
2009-04-14	13253.0000	12916.0000	12816.0000	13372.0000	7702
2009-04-15	12800.0000	12652.0000	12570.0000	12975.0000	8379
2009-04-16	12775.0000	12990.0000	12625.0000	13050.0000	7106
2009-04-17	13130.0000	13041.0000	13021.0000	13248.0000	7229
2009-04-20	12962.0000	12631.0000	12621.0000	13045.0000	8546
2009-04-21	12598.0000	12629.0000	12566.0000	12910.0000	10321
2009-04-22	12700.0000	12960.0000	12613.0000	12967.0000	8248
2009-04-23	12901.0000	13020.0000	12870.0000	13200.0000	6399
2009-04-24	13000.0000	13020.0000	12811.0000	13060.0000	3786
2009-04-27	12825.0000	12830.0000	12666.0000	12939.0000	4570
2009-04-28	12600.0000	12839.0000	12465.0000	12844.0000	10040
2009-04-29	12901.0000	13320.0000	12871.0000	13320.0000	8548
2009-04-30	13499.0000	13560.0000	13436.0000	13699.0000	13372
2009-05-04	13600.0000	14124.0000	13600.0000	14124.0000	10012
2009-05-05	14066.0000	14095.0000	13905.0000	14356.0000	16786
2009-05-06	13950.0000	14125.0000	13885.0000	14250.0000	11800
2009-05-07	14290.0000	14250.0000	14225.0000	14618.0000	21579
2009-05-08	14410.0000	14595.0000	14350.0000	14646.0000	12173
2009-05-11	14650.0000	14700.0000	14500.0000	14798.0000	14718
2009-05-12	14629.0000	14595.0000	14565.0000	14960.0000	9035
2009-05-13	14671.0000	14180.0000	13936.0000	14724.0000	15696
2009-05-14	14025.0000	14255.0000	13870.0000	14255.0000	12867
2009-05-15	14349.0000	14492.0000	14113.0000	14492.0000	9178
2009-05-18	14300.0000	15235.0000	14210.0000	15250.0000	20952
2009-05-19	15400.0000	15480.0000	15225.0000	15697.0000	20950
2009-05-20	15447.0000	16289.0000	15315.0000	16289.0000	17863
2009-05-21	16030.0000	15690.0000	15570.0000	16030.0000	12831
2009-05-22	15661.0000	15930.0000	15651.0000	16280.0000	13140
2009-05-25	16000.0000	16075.0000	15663.0000	16180.0000	8108
2009-05-26	15974.0000	16329.0000	15750.0000	16339.0000	14726
2009-05-27	16498.0000	16400.0000	16330.0000	16719.0000	19134
2009-05-28	16190.0000	15910.0000	15762.0000	16245.0000	19544
2009-05-29	16226.0000	15645.0000	15645.0000	16250.0000	9338
2009-06-02	16298.0000	16050.0000	15941.0000	16298.0000	8003
2009-06-03	16102.0000	15715.0000	15706.0000	16149.0000	8346
2009-06-04	15753.0000	15680.0000	15526.0000	15920.0000	13074
2009-06-05	15850.0000	15950.0000	15750.0000	16330.0000	14787
2009-06-08	15898.0000	15861.0000	15715.0000	15898.0000	4855
2009-06-09	15999.0000	16320.0000	15950.0000	16389.0000	11097
2009-06-10	16590.0000	16873.0000	16590.0000	17000.0000	17753
2009-06-11	16900.0000	16885.0000	16760.0000	17249.0000	18000
2009-06-12	16911.0000	16666.0000	16540.0000	16970.0000	9768
2009-06-15	16550.0000	16240.0000	16240.0000	16550.0000	8915
2009-06-16	16200.0000	16170.0000	16088.0000	16449.0000	9418
2009-06-17	16230.0000	15799.0000	15766.0000	16230.0000	16061
2009-06-18	15830.0000	16003.0000	15640.0000	16130.0000	12834
2009-06-19	16048.0000	15841.0000	15841.0000	16076.0000	6442
2009-06-22	15778.0000	15225.0000	15225.0000	15830.0000	13578
2009-06-23	15005.0000	15225.0000	15005.0000	15368.0000	14601
2009-06-24	15318.0000	15590.0000	15250.0000	15700.0000	12642
2009-06-25	15595.0000	15625.0000	15420.0000	15759.0000	10287
2009-06-26	15805.0000	15789.0000	15631.0000	15880.0000	4882
2009-06-29	15711.0000	16194.0000	15711.0000	16194.0000	8121
2009-06-30	16288.0000	15700.0000	15661.0000	16340.0000	10147
2009-07-01	15850.0000	15866.0000	15610.0000	15950.0000	7436
2009-07-02	15748.0000	15435.0000	15381.0000	15748.0000	8196
2009-07-03	15450.0000	15439.0000	15300.0000	15500.0000	5467
2009-07-06	15105.0000	15226.0000	15060.0000	15375.0000	8442
2009-07-07	15302.0000	15113.0000	15085.0000	15474.0000	6768
2009-07-08	14900.0000	14900.0000	14760.0000	15083.0000	12263
2009-07-09	15000.0000	15058.0000	14948.0000	15170.0000	8215
2009-07-10	15010.0000	14825.0000	14815.0000	15100.0000	7478
2009-07-13	14712.0000	15200.0000	14670.0000	15200.0000	12926
2009-07-14	15350.0000	15555.0000	15251.0000	15649.0000	16274
