Részvény: BUX

Dátum	Nyitó	Záró	Minimum	Maximum	Forgalom (db)
1992-05-12	0.0000	928.0000	0.0000	0.0000	0
1992-05-13	0.0000	926.0000	0.0000	0.0000	0
1992-05-14	0.0000	932.0000	0.0000	0.0000	0
1992-05-15	0.0000	921.0000	0.0000	0.0000	0
1992-05-18	0.0000	898.0000	0.0000	0.0000	0
1992-05-19	0.0000	925.0000	0.0000	0.0000	0
1992-05-20	0.0000	870.0000	0.0000	0.0000	0
1992-05-21	0.0000	890.0000	0.0000	0.0000	0
1992-05-22	0.0000	919.0000	0.0000	0.0000	0
1992-05-25	0.0000	921.0000	0.0000	0.0000	0
1992-05-26	0.0000	920.0000	0.0000	0.0000	0
1992-05-27	0.0000	919.0000	0.0000	0.0000	0
1992-05-28	0.0000	918.0000	0.0000	0.0000	0
1992-05-29	0.0000	914.0000	0.0000	0.0000	0
1992-06-01	0.0000	923.0000	0.0000	0.0000	0
1992-06-02	0.0000	931.0000	0.0000	0.0000	0
1992-06-03	0.0000	942.0000	0.0000	0.0000	0
1992-06-04	0.0000	957.0000	0.0000	0.0000	0
1992-06-05	0.0000	971.0000	0.0000	0.0000	0
1992-06-08	0.0000	975.0000	0.0000	0.0000	0
1992-06-09	0.0000	976.0000	0.0000	0.0000	0
1992-06-10	0.0000	984.0000	0.0000	0.0000	0
1992-06-11	0.0000	981.0000	0.0000	0.0000	0
1992-06-12	0.0000	985.0000	0.0000	0.0000	0
1992-06-15	0.0000	983.0000	0.0000	0.0000	0
1992-06-16	0.0000	988.0000	0.0000	0.0000	0
1992-06-17	0.0000	983.0000	0.0000	0.0000	0
1992-06-18	0.0000	982.0000	0.0000	0.0000	0
1992-06-19	0.0000	978.0000	0.0000	0.0000	0
1992-06-22	0.0000	967.0000	0.0000	0.0000	0
1992-06-23	0.0000	965.0000	0.0000	0.0000	0
1992-06-24	0.0000	959.0000	0.0000	0.0000	0
1992-06-25	0.0000	961.0000	0.0000	0.0000	0
1992-06-26	0.0000	955.0000	0.0000	0.0000	0
1992-06-29	0.0000	924.0000	0.0000	0.0000	0
